vacancy_name,gender,age,city,skills,experience,last_job,resume_url
Трейдер,Мужчина,23,Москва,"Опытный пользователь ПК,Аналитические способности,Финансовый анализ,Умение работать в команде,Bloomberg,Английский язык,Аналитические исследования,Экономический анализ,Навыки презентации,Поиск информации в интернет,Стратегический анализ,Стратегический консалтинг,Проведение презентаций,MS PowerPoint,Аналитическое мышление,Стратегическое мышление,Ведение переговоров,Организаторские навыки,Бухгалтерский учет,Информационные технологии","Опыт работы ,2, ,года, ,7, ,месяцев","ТрансКонтейнер, ОАО",https://hh.ru/resume/bbcd7dab000324b8460039ed1f4c6366394335?hhtmFrom=resume_search_result&query=Data
Java developer,Мужчина,27,Санкт-Петербург,"Java SE,Git,ООП,SQL,Apache Maven,HTML,Swing,Design Patterns,Spring Framework,Java EE,SVN,JavaScript,Linux,REST,Unit Testing,Apache Tomcat,Hibernate ORM,Spring Data,Spring Boot,MySQL,Kafka,Kafka stream,Hadoop 2,Hive,Jenkins,Kubernatice,Docker,Apache Ignite","Опыт работы ,4, ,года","МАГНИТ, Розничная сеть",https://hh.ru/resume/ec5dfd870002f481210039ed1f654569473557?hhtmFrom=resume_search_result&query=Data
(Data Analyst) Специалист по управлению данными,Мужчина,29,Москва,"MS Visual Basic,CSS,CSS3,HTML5,Adobe Photoshop,Adobe Illustrator,JSON API,PHP,JavaScript,MySQL,Работа с базами данных,Node.js,MS Excel,MS Access,MS Word","Опыт работы ,3, ,года",,https://hh.ru/resume/0ee8c4880007a897130039ed1f703969326137?hhtmFrom=resume_search_result&query=Data
"Руководитель отдела маркетинга/рекламы, Маркетолог, руководитель направления, бренд-менеджер.",Мужчина,47,Москва,"Качественные и количественные маркетинговые исследования рынков, аналитика, прогнозы. Бюджетирование,Эффективное медиапланирование с высокими конверсиями.,Создание презентационных материалов о компании,Создание, креатив, производство, размещение рекламных материалов.,Комплексное продвижение в интернете( Яндекс Директ, Google Adwords.,Обработка фото и видео.","Опыт работы ,13, ,лет, ,9, ,месяцев","Московский автомобильно-дорожный государственный технический университет, Москва",https://hh.ru/resume/8482563800000626930039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Аналитик,Женщина,22,Москва,"MS Office,RStudio,Анализ данных,Социологические исследования,Подготовка презентаций,Работа с большим объемом информации,Английский язык,Деловая переписка,QGIS,Статистический анализ,SWOT анализ,Визуализация,Написание научных статей,написание аналитических текстов,Научные исследования,Аналитические исследования,Интервьюирование,Разработка тестов, опросников","Опыт работы ,2, ,года, ,7, ,месяцев","Национальный исследовательский университет ""Высшая школа экономики"", Москва",https://hh.ru/resume/40e57b3c0002b34a760039ed1f716d52654150?hhtmFrom=resume_search_result&query=Data
Руководитель  департамента по работе с корпоративными финансами,Женщина,49,Москва,"Проектное финансирование,Привлечение банковского финансирования,Финансовый менеджмент,Корпоративные финансы,Движение денежных средств,Управление проектами","Опыт работы ,30, ,лет, ,2, ,месяца",,https://hh.ru/resume/91b97b99000009ee440039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
Digital marketing manager,Женщина,37,Москва,"Internet Marketing,SEO,Social Media Marketing,Контекстная реклама,1С-Битрикс,Продвижение сайтов,WEB аналитика,Google Analytics,Яндекс.Метрика,E-Commerce,Веб-аналитика,SMM,Лидогенерация,B2B Marketing,Start-up project,Project management,Market Research,Advertising,Google AdWords,Adobe Photoshop,Digital Marketing,Data Analysis,Big Data,Traffic Analysis,Internal Communications,Marketing Communication,Loyalty Marketing,E-Mail Marketing,B2C Marketing","Опыт работы ,12, ,лет, ,7, ,месяцев",Knauf Insulation,https://hh.ru/resume/976c9a03000794db270039ed1f735273497476?hhtmFrom=resume_search_result&query=Data
Geophysicist (Seismologist),Male,27,Moscow,"PG Focus, Echos,MESA Expert,MS Office,SeisWin QC,Surfer","Work experience ,4, ,years, ,8, ,months",,https://hh.ru/resume/9b4a07740006f7e47f0039ed1f525342555379?hhtmFrom=resume_search_result&query=Data
"Аналитик, аудитор, бухгалтер (FCCA, bit.ly/2Oj2jgj )",Male,47,Moscow,"Консолидация финансовой отчетности,Финансовая отчетность,Financial Analysis,Английский язык,Бухгалтерский учет,МСФО,IFRS,SAP R/3,1C: Бухгалтерия,SAP,Аудит,Управление рисками,Управленческий учет,Финансовое планирование,Управленческая отчетность,Финансовый анализ,Финансовый менеджмент,Python,SQL,MS SQL Server,Data Analysis,Business English,SPSS,R,Sap s/4hana","Work experience ,22, ,years, ,3, ,months",,https://hh.ru/resume/9c8a99a400009c5df70039ed1f736563726574?hhtmFrom=resume_search_result&query=Data
iOS разработчик,Мужчина,24,Москва,"Swift,Objective-C,iOS,JSON API,ООП,C++,PHP,Xcode,MySQL,JavaScript,Node.js,Ajax,Jetbrains Phpstorm,Jetbrains Webstorm,Mac Os,ES6,React Native,Machine learning,Data science,sklearn,Python,Jetbrains PyCharm,Golang","Опыт работы ,2, ,года, ,6, ,месяцев","ЭФКО, Управляющая компания",https://hh.ru/resume/aa493bbf000776fc170039ed1f3458496f317a?hhtmFrom=resume_search_result&query=Data
Инженер-программист микроконтроллеров,Мужчина,29,Москва,"Разработка проектной документации,AutoCAD,Проектная документация,Проектирование,Электронный документооборот,Проектно-конструкторская деятельность,Документооборот,Бумажный документооборот,Android,PHP","Опыт работы ,11, ,лет, ,8, ,месяцев",Специальные системы и технологии,https://hh.ru/resume/57ff76dc000369cf750039ed1f78644e364345?hhtmFrom=resume_search_result&query=Data
Руководитель подразделения развития территориальной сети,Мужчина,45,Москва,"Управление проектами,Бюджетирование,Ведение переговоров,Управление затратами,Развитие продаж,Управление эффективностью,MS Office,Управление персоналом,Руководство коллективом,Управленческая отчетность,Развитие сети присутствия,Управление бюджетом,Управление процессами,Управленческие навыки,Формирование управленческой отчетности,Системный подход,Бизнес-анализ,Подготовка презентаций,Оптимизация бизнес-процессов,MS Visio,MS PowerPoint,Клиентоориентированность,Управление отношениями с клиентами","Опыт работы ,26, ,лет, ,10, ,месяцев",Сбербанк,https://hh.ru/resume/6d54f52500079acab70039ed1f6c4c656e6854?hhtmFrom=resume_search_result&query=Data
